label,text
1,"房间隔音设备是个很大问题,据说酒店今年要装修,的确,不装修改善一下对不起""四星""以及镇江当地""最好酒店""的招牌;服务还是可以的.总觉得镇江当地的服务不会像上海这些地方因为见多了贵宾而显得骄横.很有亲和力房间洗漱用品是不够格的,太寒碜了.和经济型酒店的类似.用点类似""六神""一样的品牌不会增加多少成本;早餐/自助餐性价比不错.服务也尽心,看到苍蝇飞过,不应该.住的2522房间,大堂副理电话中问个人的总体感觉,理由是:以后可以改进.这点态度是值得称道的.给我留下了良好的印象.其实宾客就是如此.哪怕你不做改善,但语言上的""改善""也给了人""努力""的感觉.加油,很看好这个酒店!宾馆反馈2008年6月19日：尊敬的宾客，您好，真诚感谢您入住我店，并感谢您对我店服务上给予的认可。下半年饭店将进行装修改造，届时您提出的房间隔音效果差的问题将得到有效解决，洗漱用品差，饭店也正在考虑逐步更换。餐厅蝇虫问题饭店一直都在积极联系卫生防疫部门，对蝇虫进行消杀。最后再次感谢您光临我店，恭候您的下次光临。"
0,优点：价格适中，位置方便；缺点：房间奇小，怪味刺鼻；周围施工，吵闹非凡。结帐奇慢，开个发票半小时。
0,"宾馆在小巷里,周围环境差,室内施舍一般,218元一定要求住4楼(有宽带,房间大),218绝对不值.不如锦江之星免费注册网站导航宾馆索引服务说明关于携程诚聘英才代理合作广告业务联系我们Copyright1999-2008,ctrip.com.allrightsreserv"
1,房间面积蛮大的，我住的普通房的洗手间设施稍显陈旧，但是很干净，看了一下商务房，是后装修的，很不错。网络偶尔不稳定，可能是插头的地方有点松，稳定的时候下载速度超级快，爽的！早餐中规中矩，还行。靠马路的房间没有入住，不清楚情况，不靠马路的这边很安静。可以订火车票，手续费收的不高，很方便。
1,"酒店涨价之后仍然生意兴隆,说明酒店的实力."
1,5月底入住的。房间装修感觉还不错，就是房间小了点，大床居然还是两张床拼起来的，有点奇怪。地理位置不错，正对着会展中心，离湾仔地铁站也只需要过四条马路，离骆克道上的酒吧也比较近，特别是去九龙的话下楼就是天星轮的码头，很方便。酒店每天会送一个小玩具，虽然很简单，但是几天的攒在一起可以摆出很多造型，一直玩到现在，不知道下次去的时候还会不会送。酒店的餐厅比较一般，价格也贵，还不如去地铁站骆克道或者柯布达道上的几家茶餐厅来的实惠。游泳池很好，可惜开的时间短了点，要是晚上也开夜光场的话就更好了大堂的结账比较怪异，结账的时候取消信用卡授信额度居然不撕小票，有点不习惯，不知道是不是这个酒店的一贯做法……还是香港的惯例？
1,比较古朴，具有俄罗斯的风格，坐落市中心秋林附近，靠近松花江，环境优美。
1,位于徐家汇中心地段，房价经济实惠，环境也很好呢！
0,洒店总体规模较小。入住时，房内卫生没做！解释服务员少，来不及，我是晚七点入住的！入住后没注意，到晚十点多才发现没网络，与总台联系不能解决，态度不好，还要客人事先声明要有网络的房间！不给调房。与携程联系后给调了一间有网络的。房间较小，卫生间下水道装修有问题，有回味！补充点评2007年12月14日：网带特慢，一晚上打开不几个网页，网络形同虚设，办不了事。
0,"小木屋的隔音相当差,而且房间间隔很近,门口就是过道.由于游客的作息时间都不一样，所以被隔壁洗澡，冲马桶,早上起来看日出的声音严重干扰.房间门口就是公共过道，隔壁一个韩国人半夜跑出来打电话，叽里呱啦的不知道说什么,我出去用英文请他离开.还好他识趣的走开。房间还行,就是床小了，只有1米宽.有热水,热水很热，不错。"
0,酒店地理位置较好，离南京西路近在咫尺，但是酒店的设施太过简陋，商务酒店之名不符实。。。
0,10月1－3日入住，该酒店环境很差，像个大杂院。里面有消防队，小店，居民搂等。房间设施也一般，毛巾更是又黑又硬，插地还差不多。更可怕的是3日凌晨小偷竟两次光顾我的房间，而且有钥匙打开房门，幸亏我上了防盗链，没有进来。事后酒店方面承认防盗压力很大，而且屡有客人失窃。我建议携程可考虑推荐这种酒店。补充点评2007年10月11日：应为：建议携程考虑取消推荐该酒店。
1,该酒店环境和服务还有待提高，总体性价比还算挺高！
1,总体还可以，交通购物比较方便，设备在宜宾算是还可以了。早餐实在太差，去了3次，每次1周。。。去到第二次也就不能在那吃了。。。每天都一样，品种还那么少。。。恩，晚餐的套餐也就1种。。。
1,我住的是商务套房，650的价格性价比不高，感觉房间的配置上不了那个档次，厅里的沙发还是藤椅。。。大概想彰显一些热带风格？感觉不好。。。酒店大堂和内部的环境还可以吧，人员的服务也OK，如果房价能降个50-100元，比较合适。。。。。。还有。。门口的路正在修，一路走来还以为地震。。。汗。。。。心理阴影PS，有点好奇。。。白云山庄四个字竟然是出自毛主席之手？！！！想知道典故。。。宾馆反馈2008年6月18日：首先感谢您对酒店提供的宝贵意见。根据您的喜好我们已经给你专门设立了个性化档案，下次您来入住时我们不会再安排有藤椅沙发的商务套房，门口的市政施工只是暂时的，因为我们新昌正在评文明城市，而我们这边是示范性一条街，由此给您带来的不便在此表示谦意，并真诚的期待您的再次光临！山庄大门口的白云山庄四个字是从众多毛体中摘录下来的，而并非毛主席本人所题。
0,"房&#38388;不及168,居然用复合地板,走廊是地&#30742;,空&#35843;是分体的,房&#38388;窗外即&#39532;路,人喊,狗叫,汽&#36710;高音喇叭,&#26080;法睡&#35273;.&#25658;程向我推荐是4星&#32423;酒店,有欺&#39575;之嫌,使我&#23545;&#25658;程的信任大打折扣."
1,客观的说，在平湖算是比较好的酒店，毕竟是挂牌三星。200多的价位，平湖像样、正规一点的，出只能是这一家了。房间设施还全，服务也蛮热情，性价比一般，毕竟是小城市，也没有过多的选择。
1,酒店的性价比偏低了一点，但总的而言设施各方面还可以，正门挺难找的我绕了好大个圈子，服务员热情度一般，checkin时门童看着你拖行李进去却无动于衷，也不帮忙拉门，和旁边貌似是值班的大堂经理相聊甚欢，checkout的时候的那个门童倒还可以主动帮你叫车搬行李了
1,我第一次用携程订房，在长安酒店住得很舒适，餐饮很令人满意。价格仅比前台价格低不多，不是太有竞争优势。
0,该酒店卫生情况较差，特别是早晨6点多，我听到卫生间有两只老鼠在嘶叫，感觉特别差，硬件设施与价格不符，失望，太令人失望
0,日本人的酒店，居然日本料理做的那么差。房间很旧，早知道还不如住锦江。早餐味道不好，品种少。超难吃。我住的528元的房间。完全谈不上性价比。我不会再选择这里了。
0,为了图交通方便，所以选择了市长大厦。本以为市长大厦是比较新的酒店，可一进门就感觉很失望――大堂超级的小（应该说是没有大堂，大厦外观给人感觉还不错可内部很糟糕）。房间地毯也显陈旧了。更可气的是我在携程网上预订时，看到高级套房是有双人早餐的。可办理入住手续时候，因当时只有我一个人的证件，前台只给了一份早餐券。我提出质疑，前台回答说“必须登记两个人的证件才能给两份早餐券”。我说我住过国内很多家酒店，从没听说过这种无理的要求。而且携程的预订说明上也没有注明这样的规定。前台小姐回答我“我们酒店就是这么规定的”（竟然连句抱歉的话都没有）。真是恶心！印象太差，下次不会再考虑入住该酒店！
1,帮同事订过很多次，酒店位置很好，很方便。房间也不错。
1,酒店房间的隔音效果太差了.竟能听到隔壁房间关衣橱门的声音.宾馆反馈2008年3月17日：酒店已于2008年3月更名为星程上服假日酒店（虹桥），并按照星程酒店标准进行了新装修，对客房及服务进行了全面升级。我们将努力以全新的面貌，赢得您最大的满意。
1,觉得还是比较不错的酒店..周末价格可能相对于安吉这种小地方来说有些贵了..但觉得出去玩就是为了舒服..住住还是可以的...另外早餐很不错..平日价格更是超值.推荐去安吉玩的朋友入住.补充点评2008年5月8日：噢．忘了说了．．餐厅相当不错．．菜的味道很好．．又便宜．现在还有点什么菜送什么菜的活动．恕我记不太清了．有个什么很清淡的笋很好吃．
1,"房间的装修还可以,早餐一般.位置离火车站也就一个出租车起步价.大堂看着很气派."
1,总体感觉不错，美中不足的是房与房之间隔音效果不太好，还有房价感觉稍高。
0,一般，总的来说不及莫泰。交通也不是特别便利。以后不会在去这家酒店
1,此次入住双人豪华商务房有提供计算机，饭店位置离机场巴士终点上清寺站打出租车起步价五块，坐轻轨在曾家岩站下车Ｃ号出口。交通位置方便，住起来也安静。
0,如果不是看在离奥运场馆近的份上，绝对不住这家。地理位置较难找。虽说只有两楼，没有电梯，让提重行李的人怎么上？走廊超长，吃不消啊。开始给了间房间居然没有窗户，换，地方小多了，价格还不变，携程的价格跟门市价是一样的。装修也比较一般，墙上的涂料都受潮往下掉呢，看着很斑驳的样子。床很不舒服，弹簧真是咯人啊，睡在上面很难受，被子也很薄，不像毛毯也不像棉花胎。
1,这次春节去金华玩在国贸住了一天，总体感觉是很不错的，宾馆的硬件和服务都很好。就是住宿停车要收费的，虽然收费不高，但是感觉别扭，这个好象是金华宾馆的通病。还有，早餐是88元的，好象是偏高了，并不值。
1,温泉很大，喜欢室外的部分，空气非常好，就是水温大都偏热。室内的品种也很多，不过价格还是偏贵的。离市区还是很远的，吃饭的选择不多。
1,酒店对面的电器城的喇叭很吵所以记得要住后栋(B栋).后栋很安静.190元感觉值得.若能提供早餐更好.若再到河源还会住这间酒店.
0,"我于13号晚8点到达该酒店,前台小姐核对我的130元房间的预定后.给我309房间.我上去一看.那是一间没有窗户的走廊房间.我突然想起没有窗户的开价是120.而我定的是有窗户的130房间.我下去与其交涉.小姐们只得搪塞地对我说.有802房间,是他人刚刚退掉的.其次该酒店的菜肴"
1,性价比比较高，在临海属于比较好的酒店了，老酒店翻新
1,比较值，房间东东都比较新。主要是政府人员在此活动。商品部非常贵－－有点宰人！
1,"对香港充满幻想的人初到香港如果住这个酒店,那不但幻想破灭,而且还要对""可怜""的香港人充满同情了-周围实在太...了!我就是率领着这样四个初来乍到的女麽麽于4月份住来这个酒店,给她们上了一堂生动的课!她们于是昂首挺胸地毫不自卑地冲杀于时代广场和尖沙嘴一带血拼了!酒店大堂的指路服务几乎没有,爱搭不理,一问三不知,只好靠自己摸索和街头问路!好在都还顺利.我们两个房间,一个要求加床,结果床加到了小房间,超挤不说,那床还格外软,人都陷进去了!一切看在价格的份上,都还OK啦,毕竟在香港么!补充点评2008年7月2日：千万不要为了""海景""两个字破费,趴窗台上斜着望出去,视线还要穿越两幢大楼的缝隙才能欣赏所谓的海景,都到香港了,海景不要太多哦!"
1,5月14日入住了这家酒店，服务确实很好，前台会亲自带领客人到房间，并介绍房间设施，得知我自带电脑，立刻把网线从房间内电脑上拆下，放在桌旁待用。晚上六点后会送果盘和小礼物，那天是香蕉和小西红柿，两个毛绒公仔。房间相较其他济南同价位的酒店显得新，很干净，位置也很好！推荐！
1,"周六到西山去采橘子,路过这家酒店的时候就觉得应该不错的,采好橘子回来天也晚了,就临时决定住在这里,因为到了他们家门口才通过携程预定,大堂在没收到信息的时候通过携程的电话确认就先帮我们办了入住手续,感觉服务还不错.定的是他们家的非湖景套房,房间很大,床是2MX2M的,设施蛮齐全,标房在周末都住满了,套房的入住率好象不是很高的.值得推荐的是他们家的几个看得到太湖的大露台,一个可以看见大桥的中餐厅.吃早餐的西餐厅也能看到点太湖风景,整体感觉还是很好的,想看看湖景,散散心的朋友住在这里绝对适合,他们家没挂星,但设施是按五星标准配置,环境幽静,服务员看到客人都会打招呼,比较满意!"
1,"以前曾多次入住瀛洲酒店,这次的早餐质量和选择的品种比原来有所提高."
0,这家酒店实在不敢恭维房间差，服务差，就是地方还可以，价格便宜。入住后给的第一间房噪音巨大（前台肯定知道，故意给的），换第二间，外面大雨房间小雨（前台肯定也知道这个房间漏雨，故意的），换到第三间才能安稳睡个觉，这个酒店实在太烂了，服务不是一般的差。
1,晚上询问需不需要保健按摩的电话不停，如隔天一早赶飞机的人，最好拔掉电话线自保。
0,宾馆一半的房间都没有阳光、不通风。服务员态度很恶劣。交款即便没人怎么也要半个小时。卫生间的马桶是坏的~~一不小心能把马桶给摔碎。千万小心使用。床单不干净，居然有阴毛。房间里弥漫着厕所的味道，恶心。比起其它省市的如家差得太远了，很失望。故宫周围的酒店都比这家的要便宜。觉得这家的性价比太不合适了。
1,我是12月去的，环境很好，豪华的海景房，从阳台望出去就是海月广场，晚上的景色更美，广场上很热闹。还有特产超市，买东西也很方面。
1,"可能是建的时间比较早吧,感觉内部不是很突出了."
0,优点：1.地理位置不错，临近外滩、南京路、豫园；缺点：1.设置陈旧、装修和环境糟糕，价格比较贵，完全没有竞争力；2.提供的免费上网，比拨号上网慢n倍，实在无法忍受；总结：1.这样的环境和设施，把价格降一半还可以考虑；如果不是地理位置还有点优势，其它的完全对不起这样的房价；以后绝对不会再住这里。2.携程对该酒店的描述不清楚，实在是糟糕透顶！
1,房间一般，商务大床房间和浴室之间用玻璃墙隔开，装修还应该算是四星级酒店，电视机比较小而且国外的卫星频道只有CNN和BS2，停车场免费
1,在西宁应该说是不错的酒店，4星级。我住的商务房很宽敞，也比较干净。服务质量还不错。早餐一般。地理位置也可以。就是价钱（501元）在西宁显得高了点。整体看来基本满意。
1,"5天前的是市景房,酒店自升湖景房前台,僮,中西餐服都很好,商中心的女孩非常,然房修比,非平面型,但是用,清,床被很清,舒服,水也很清,中餐格也合理,位置很好,物方便,(但西湖有距,所以房景也有失望)不300多元是值得,(以前少有500元以下的酒店有如此高水平)下次去杭州都入住(不僮代叫到司宰了120元,此外,餐早餐段外客人提供刀叉,人家做手抓人)宾馆反馈2008年8月15日：客人的认可是我们努力的目标，我们会加强服务的细致化，人性化。早餐的刀叉用具放在西点处可能不明显，我们对没有及时关注到客人的需求表示歉意，欢迎您的再次光临。（参考信息：1.客人可乘坐民航大巴前往机场，15元/人次，酒店步行至上车点5分钟路程；2.门僮提供代叫出租车服务，客人可要求司机打计程表前往目的地。）"
1,环境还是很好的，附近是老城区了，但觉得
1,酒店环境不错，早餐也还好，虽然是西餐厅，但也有些中餐，味道还不错。商务客房不是很大，但是功能较全。这次唯一觉得不太满意的是酒店的枕头不是很舒服。房间空调声音比较大。CheckOut也比较快，我只用了大概3分钟，效率还是蛮好的。下月可能还要去那边，还是会选择三德的。
1,7月中旬入住过一晚，说说感受。硬件条件和皇冠的牌子还是比较匹配的，但软件（服务）还差的很多。1.入住那天被安排进了一间高级间，洗澡的时候发现没有浴帘，结果弄的厕所满地都是水，打电话去问，告知：这种浴缸是给那些泡澡的人设计的。言外之意是不适合淋浴。洗手间内并没有另外的淋浴房。2.健身房内的跑步机的传送带很窄，跑步的时候经常担心会摔倒。健身房内的矿泉水要收15一瓶，水就是房间里免费的那种。据理力争了半天，把大堂经理都折腾上来才免费了。3.结账的时候钱都付完，发票也开完了，被告知还有上网费没有结清。就是那著名的11.5一小时的上网费。头回听说都结完帐了还要收钱的。4.门口出租车坐地起价。因为赶飞机，让门僮帮忙拦了一部出租车，车刚开出去没多远，司机就抬高价格，如果不接受他就不拉。据司机说是要给门僮好处费。因为赶飞机，只能付了冤枉钱。5.最后说说大堂。大堂搞了很多山山水水，的确是很漂亮，不过也成了蚊子的温床。在大堂久留一定会被蚊子咬的。
1,服务人员态度很好，房间干净，网络速度可以。作为不到300元的四星酒店，还是物有所值的。不过，有骚扰电话。值得推荐。
1,酒店环境不错，不过饭店什么的很贵，稍稍消费就要1000元左右。江景房的视野开阔，很漂亮。他们有的是室外泳池，有2-3个池，很大，很干净，后悔没有带泳裤。
0,"一入住,给的IC卡就打不开门,"
1,酒店位置很好，中山陵里面，梅花山旁边，走过去很近。但是房价和价格不成正比，大堂很豪华但是冷清；528的房间很干净，服务也不错，只是设施陈旧了点，比如马桶盖居然是看起来旧旧的塑料盖，房间里面的椅子也很旧了。若价格降到300到350还差不多。
1,我们住的是三楼的房间，房间不大（大约20平米），是新装修的，还不错。最大的特色是房间的镜子特多而且浴室是全部用玻璃间隔的，可以从房间看到浴室里面的所有东西。酒店离地铁不近，但附近巴士很方便，从酒店门口过隧道坐1A/9/5C到尖沙咀和旺角只要HKD5-6.2，坐107到海洋公园11块多，回程的话，在酒店楼下就是巴士站。购物的话，在九龙寨城公园旁边就是九龙城广场，里面除了有吉之岛十元店和百佳外，还有很多私人的小铺。餐厅包括KFC、麦当劳、和其他一些香港比较出名的外资餐厅。总体来讲，该酒店在香港的性价比算挺高的，值的去住。
1,我入住的是商务大床间，性价比很高，房间还有液晶电脑，可以免费上网，服务比较人性化，晚上免费送的果盘，而且在床头放了一枝鲜花，感觉比较温馨，房间各种小吃饮料一应俱全，美中不足的是家具有点陈旧~~~
0,位置不是很好，离泰山脚下比较远。房间3楼不靠街道的那面较好，虽然后面有市场，但是双窗，关闭后噪音还好。靠街道面的噪音很大，特别是二楼。附近吃饭的地方很少。
1,除了价格有点偏高，其他相当满意。不过所谓的豪B在23－24层，普标倒在更高的楼层。所谓的海景房朝北和朝南的可以看到局部，朝东的对面有一个高楼，视野受影响。早餐不错，MS座位很少，最好错开高峰。豪标MS送水果和报纸。地理位置虽不是市中心，交通也还方便。马路对面就是大润发超市，购物餐饮都很方便。由于酒店23层以下是写字楼，所以大厅比较简陋，服务人员虽然态度不错，但是明显缺乏培训，很多事情爱莫能助。总之，是个值得推荐的酒店。
0,优点：（1）房间还可以，比较宽敞。（2）洗浴不错，水比较大。缺点：（1）门口的门童就是SB，看到我拿箱子也不帮忙，连门都不给开，严重投诉。（2）严重崇洋媚外！！！！看到韩国人就跟狗见到主人一样，严重鄙视！！！！你给韩国人提箱子也没有见给你小费阿，溅！！！！！！（3）定的是标间，苍天啊！！！从大堂开始左传走30米，右转走30米，在左传，再右转走30米，然后提着大箱子上楼，什么烂酒店！！！！！连个电梯都没有。（4）还是门童！！让他们帮忙叫出租车，全是黑车，周围比较偏，自己根本叫不到出租车！！！！严重投诉。到机场也就70块（带高速费），被骗了100。！！！！！
1,如果下次到武夷山，我还是会选择这家酒店，很好！！！
1,房间格局非常好，让人有家的感觉，很舒适，服务也很到位，只是可能面对的消费群以外企人员（听服务生说外国人外国人）居多，饭店餐饮的准备方面较单调。隔音也不错，只是床似乎质量差了些，翻个身就会有吱吱呀呀的声音，这个让我睡得不是很舒服。另外有点遗憾的是，入住当天，工程部的来装卫星电视，确定对方装完后，我就挂上请勿打扰的牌，准备休息，可没几分钟，刚上床，门铃又响起了，这让我有些郁闷，请勿打扰似乎不该是摆设。其他都非常好，下次应该还会选择入住。
1,房间很干净，住的比较舒服，就是床有点硬。但是，号称在海河最美的一段纯粹是骗人，离海河至少要走十分钟，而且根本谈不上美。
1,2008年7月16日晚上11点多，我入住了这家酒店，因为这家酒店离张家界荷花机场非常近，步行不到10分钟。酒店前台有一个瘦高的小伙子接待，虽然已经很晚，但是小伙子的态度很好。房间给我最大的感受就是床非常干净，特别舒适，卫生间配有吹风机，柜子里配有两个防毒面罩，门背后张贴有详细的紧急疏散示意图。次日早晨起来，拉开窗帘，就看到了酒店背后的小山小道，绿油油的，风景很美，空气也不错。另外，酒店还送早餐，味道还不错，吃得比较舒服。
0,"酒店周边环境尚可,离火车站5公里左右,算远,房间空气不行,较旧.不推荐."
1,海上花园酒店紧邻菽庄花园，离商业街龙头路也不远，位置得天独厚。傍晚上岛，乘坐酒店免费接送游客的电瓶车，我们沿着环岛路绕行鼓浪屿一周。迎着海风，岛上的景致惊鸿一瞥，锦缎似的蓝色海面好似一个温柔的怀抱，令夕阳一点一点地沉睡下去…海上花园酒店的1201标间正对一宽大的平台，推门即可见美丽的院景和无边的海景。每晚，在鼓浪屿音乐厅欣赏完免费的音乐演出，从月色如水的寂静小巷回到灯火阑珊的海上花园酒店，温暖闲逸的度假生活令人满心欢喜。
1,这是第二次入住次酒店。3年前第一次，除了价格上涨之外，其他各方面都比较满意。性价比在青岛来说还是不错的。服务没有什么特别出彩的地方，也没有什么不好的地方。酒店占地很大，绿地很多，环境优雅，都是几层的老建筑，唯一不好的是没有电梯，行李需要提上提下，建议酒店要配备负责的行礼员。还有洗完地毯，上面能不能不要铺那些破布，看着比较难受。
0,下次绝对不住！设施简陋，隔音差不说给了间公共洗手间旁边的房间，半夜饱受巨大的水管噪音折磨早上找他们干涉，个个装傻，推说值班经理不在，未果严重鄙视他们对客户不负责任的行为！补充点评2008年1月2日：忘了说一下，住的是336的酒店标准间
1,"同样的房间有小有大，地理位置比较偏远。早饭不是自助餐形式的，采用的是套餐形式。不能够自己选择的，套餐之外的要自己购买的。这个很不方便，本人不是很喜欢。宾馆反馈2008年4月7日：非常感谢您光临我们酒店,也感谢您对我们酒店的关注和提出一些问题,酒店同一种房间大小都是一样的.关于同样的房间有小有大的问题,是在客人原订房型不足用或出现异常问题时,我们酒店为了保障预订客人的房间而给予客人免费升级入住所产生的情况.酒店早餐是套餐形式.共有8款固定中式茶点套餐供客人选用,套餐之外需增加其它点心客人需自已购买.给您造成不便我们深表歉意!欢迎您的再次光临我们酒店!"
0,我入住的是B栋的房间，也就是他们所说的“高级房”，那些房跟外面的招待所是一样的，房间有一种令人想吐的气味（就像地拖拖完地以后没有洗的那种气味）；而且双人房的床太小了，大床房还好一点。真的，我以后绝对不再入住该酒店。
1,非常好的酒店，服务没的说。到店后知道我们是第一次入住，给免费升级成公寓房，房内设施很好，装修格调我很喜欢。前台给送进房间，服务员帮我们换好拖鞋，泡好咖啡。唯一遗憾的是停车场比较小，大堂里面沙发很少，显得很空旷。下次有机会一定还来这里。
1,酒店比较干净，服务也还不错。停车也较方便
1,这是我第二次入住这个酒店，感觉服务比前一次差很多，大门的保安没有帮我提行李，门童也没有为我开门。到前台chenkin的时候也没有人来接待，等了半天才有一个服务员来接待我。感觉很失望，本来第一次住的时候感觉很好的才会来第二次入住的，但这次的态度让我产生了以后永远不再来的想法。可能有人开到了我的不满，到房间后有一个好像是客服的人给我打电话问我对他们酒店的看法和建议，我告诉她我的不满，她连连道歉，说下次一定改进，这样稍稍打消了我以后不再来的念头。总的来说，这还是一家不错的酒店，位置有点偏但很安静。
1,"酒店地理条件还算优越,出门就是景点,不过到处弥漫着消毒水的味道,心情实在是好不到哪里去...价格也太贵了点..."
0,我定的是大床房，到酒店报了携程却给了我一间电梯边的房间，窗外也无任何景色之谈，客房小的就只放一张大床，还被告知就只有这间房，不满意也没有房间可以换，没想到通过携程订的房会是这样，反正下次是不会入住了。但房间的洗浴卫生方面还是满意的。
1,"总体来说很不错.就是地理位置并不是想象中的好.虽然也被列入陆家嘴附近.虽然服务人员说离正大广场很近.可是还是相差很大的.总体还是很不错的,相对于其他住酒店的经历."
1,非常不错的酒店，环境很不错，就是房间稍微笑了些，但很干净。交通也比较方便宾馆反馈2008年4月14日：欢迎再次光临.
0,酒店位置比地址说明上的偏多了，接近市郊，路边连个明确的牌子都没打出，失望。酒店外观还算过得去，大堂却很一般（有点像旅社的大堂），走廊和房间的装修都较陈旧，和携程发布的图片相去甚远。洗漱用品配备简陋，大概也就是个三星的级别。同等价位，比起曾经住过的天河购物中心附近的广州皇家国际饭店无论装修还是服务，甚至连自助早，都要差很多。订房的时候总想不起皇家国际饭店的具体名字，才定了这个饭店，真是悔啊。以后到广州不会再选择这里，绝不~~
1,前台楼层服务员都不错，房间安静整洁，交通方便，吃的周围也挺多．唯一不足，卫生间地漏设计不好，导致少量积水．
1,果然如同其他会员们所说的：位置优越，但不太好找。让我体会了一把京城小胡同的韵味。周围还是在拆迁。酒店感觉较温馨，要是能够在每个房间里都放上吹风机就好了。还是值得向朋友们推荐的。
1,非常一般，房间很小，家具过时、老旧。性价比太差，订一晚，后又续一晚。实在不满意后俩日改住洲际酒店。我后面续订一日，居然不算通过携城预定！可能是利益所驱，相较之下，洲际我也是先订一日再续。洲际就处理的很好。补充点评2008年5月20日：还有，通过携城订的是大床房，去了变成标间。非常不愉快！
1,酒店挺不错的，地理位置佳，交通方便，房间也很大，而且早餐算可以的了。下次来福州可能还会住这里。
1,同意前面的弟兄们，周围都在拆迁，环境交通很差，地铁很方便，但是房间很好。不知道酒店会不会也被拆迁？有点好奇补充点评2008年6月26日：checkout的时候很郁闷，我都等半天了，总台小姐竟然先办人家插队的人，鄙视，懒得去争了
0,很不怎么样的酒店，根本不象三星级。1、大堂：受理很慢，且服务员连你好都不会说；2、房间：我订的是大床房间，电视机很旧，卫生间里洗澡的地方是用玻璃隔起来的，空间很狭小，而且热水放出来的里面全是棕红色的铁锈，洗澡时水温忽冷忽热；比较变态的是，房间里没有预备网线，你得打电话要，而且电源插座很不合理，如果要插笔记本电源，需要把电视柜往前搬至少50厘米，否则你是找不到插孔的；3、订餐：按照《服务指南》，我打了8003，提示无此号码，于是拨打8006查询，告知我打8033，打过去以后又让我打8031，订个餐有这么麻烦吗？好不容易打通了，要了红烧草鱼、清炒土豆丝和紫菜汤，结果巨难吃，还不如外边随便一个小餐馆做的好吃，反而花了70多元，根本不是三星级酒店厨师做的，让人愤慨！紫菜汤的颜色就像是刷锅水！紫菜也是大片大片的！3、服务：打电话要了网线，过了很久，难道绿洲饭店很大吗？要走那么久？！绿洲饭店我已经住过好几次了，这次是最差劲的！！！给各位推荐立达宾馆，性价比很好，服务也特别好，而且做的菜很有家常口味，吃起来很可口！虽然远了一点，但是打车到市中心，也不过7元钱而已。唯一不足的就是没有宽带连接。补充点评2007年8月16日：还有一点最让人无法忍受：隔音太差了！我的房间隔壁住了个醉汉，那个呻吟声和鼾声，简直就像在同一个房间一样，而且看电视的声音和说话的声音都很清晰！
